month,day,year,hour,curtailment_type,reason,curtail_category,fuel_type,curtailed_MWh,curtailed_MW
6,30,2016,1,Economic,Local,Economic - Local,WIND,3,17
6,30,2016,2,Economic,Local,Economic - Local,WIND,0,4
6,30,2016,7,Economic,Local,Economic - Local,WIND,1,15
6,30,2016,11,Economic,Local,Economic - Local,WIND,20,69
6,30,2016,14,Economic,Local,Economic - Local,WIND,13,
7,1,2016,1,Economic,System,Economic - System,WIND,5,61
7,1,2016,7,Economic,Local,Economic - Local,WIND,3,34
7,1,2016,9,SelfSchCut,Local,SelfSchCut - Local,SOLR,26,54
7,1,2016,10,Economic,Local,Economic - Local,SOLR,9,16
7,1,2016,10,Economic,Local,Economic - Local,WIND,4,23
7,1,2016,10,ExDispatch,Local,ExDispatch - Local,SOLR,8,57
7,1,2016,10,SelfSchCut,Local,SelfSchCut - Local,SOLR,6,7
7,1,2016,11,Economic,Local,Economic - Local,SOLR,16,12
7,1,2016,11,Economic,Local,Economic - Local,WIND,3,23
7,1,2016,11,ExDispatch,Local,ExDispatch - Local,SOLR,64,67
7,1,2016,11,SelfSchCut,Local,SelfSchCut - Local,SOLR,2,
7,1,2016,12,Economic,Local,Economic - Local,SOLR,5,
7,1,2016,12,ExDispatch,Local,ExDispatch - Local,SOLR,30,
7,1,2016,12,ExDispatch,System,ExDispatch - System,SOLR,28,73
7,1,2016,13,ExDispatch,Local,ExDispatch - Local,SOLR,61,
7,1,2016,13,ExDispatch,System,ExDispatch - System,SOLR,19,113
7,1,2016,14,ExDispatch,System,ExDispatch - System,SOLR,110,111
7,1,2016,15,ExDispatch,Local,ExDispatch - Local,SOLR,27,109
7,1,2016,15,ExDispatch,System,ExDispatch - System,SOLR,45,
7,1,2016,15,SelfSchCut,Local,SelfSchCut - Local,SOLR,2,
7,2,2016,8,Economic,Local,Economic - Local,WIND,6,26
7,2,2016,9,Economic,Local,Economic - Local,WIND,19,70
7,2,2016,22,Economic,Local,Economic - Local,WIND,1,
7,3,2016,1,Economic,Local,Economic - Local,WIND,1,7
7,3,2016,8,Economic,System,Economic - System,SOLR,21,251
7,3,2016,8,Economic,System,Economic - System,WIND,0,0
7,3,2016,9,Economic,Local,Economic - Local,WIND,2,9
7,3,2016,9,Economic,System,Economic - System,SOLR,11,61
7,3,2016,10,Economic,System,Economic - System,SOLR,22,140
7,3,2016,12,Economic,System,Economic - System,WIND,2,
7,4,2016,4,Economic,Local,Economic - Local,WIND,11,43
7,4,2016,5,Economic,Local,Economic - Local,WIND,7,55
7,4,2016,7,Economic,Local,Economic - Local,WIND,5,27
7,4,2016,8,Economic,System,Economic - System,SOLR,214,679
7,4,2016,8,Economic,System,Economic - System,WIND,27,62
7,4,2016,9,Economic,System,Economic - System,SOLR,685,820
7,4,2016,9,Economic,System,Economic - System,WIND,10,0
7,4,2016,10,Economic,System,Economic - System,SOLR,46,341
7,4,2016,10,Economic,System,Economic - System,WIND,3,41
7,4,2016,20,Economic,Local,Economic - Local,WIND,2,15
7,4,2016,22,Economic,Local,Economic - Local,WIND,1,7
7,4,2016,23,Economic,Local,Economic - Local,WIND,14,
7,5,2016,1,Economic,System,Economic - System,WIND,0,2
7,5,2016,2,Economic,Local,Economic - Local,WIND,11,60
7,5,2016,2,Economic,System,Economic - System,WIND,47,136
7,5,2016,3,Economic,Local,Economic - Local,WIND,13,
7,5,2016,3,Economic,System,Economic - System,WIND,4,47
7,5,2016,4,Economic,Local,Economic - Local,WIND,7,
7,5,2016,4,Economic,System,Economic - System,WIND,16,116
7,5,2016,5,Economic,System,Economic - System,WIND,36,137
7,5,2016,7,Economic,Local,Economic - Local,WIND,27,63
7,5,2016,9,Economic,Local,Economic - Local,WIND,1,7
7,5,2016,12,Economic,System,Economic - System,SOLR,53,112
7,5,2016,14,Economic,Local,Economic - Local,WIND,1,15
7,5,2016,21,SelfSchCut,Local,SelfSchCut - Local,WIND,28,118
7,5,2016,22,Economic,Local,Economic - Local,WIND,0,
7,5,2016,22,SelfSchCut,Local,SelfSchCut - Local,WIND,10,37
7,5,2016,23,SelfSchCut,Local,SelfSchCut - Local,WIND,18,
7,6,2016,7,Economic,Local,Economic - Local,SOLR,1,11
7,6,2016,7,Economic,Local,Economic - Local,WIND,26,89
7,6,2016,8,Economic,Local,Economic - Local,SOLR,209,458
7,6,2016,8,SelfSchCut,Local,SelfSchCut - Local,WIND,1,
7,6,2016,9,Economic,Local,Economic - Local,SOLR,125,
7,7,2016,7,Economic,Local,Economic - Local,WIND,2,27
7,7,2016,14,Economic,Local,Economic - Local,WIND,2,11
7,7,2016,24,Economic,Local,Economic - Local,WIND,2,
7,8,2016,7,Economic,Local,Economic - Local,WIND,1,8
7,8,2016,11,Economic,Local,Economic - Local,WIND,1,13
7,8,2016,17,Economic,Local,Economic - Local,WIND,42,75
7,8,2016,18,Economic,Local,Economic - Local,WIND,58,88
7,8,2016,19,Economic,Local,Economic - Local,WIND,108,125
7,8,2016,20,Economic,Local,Economic - Local,WIND,82,121
7,8,2016,21,Economic,Local,Economic - Local,WIND,29,119
7,8,2016,22,Economic,Local,Economic - Local,WIND,67,94
7,8,2016,23,Economic,Local,Economic - Local,WIND,17,
7,9,2016,1,Economic,Local,Economic - Local,WIND,0,2
7,9,2016,9,Economic,Local,Economic - Local,SOLR,29,262
7,9,2016,9,Economic,Local,Economic - Local,WIND,22,90
7,9,2016,10,Economic,Local,Economic - Local,SOLR,341,502
7,9,2016,10,Economic,Local,Economic - Local,WIND,68,167
7,9,2016,11,Economic,Local,Economic - Local,WIND,19,100
7,9,2016,14,Economic,Local,Economic - Local,WIND,58,119
7,9,2016,15,Economic,Local,Economic - Local,WIND,3,14
7,9,2016,17,SelfSchCut,Local,SelfSchCut - Local,SOLR,0,1
7,9,2016,17,SelfSchCut,Local,SelfSchCut - Local,SOLR,0,1
7,9,2016,17,SelfSchCut,Local,SelfSchCut - Local,SOLR,0,1
7,9,2016,18,Economic,Local,Economic - Local,WIND,9,89
7,9,2016,24,Economic,Local,Economic - Local,WIND,1,
7,10,2016,1,Economic,Local,Economic - Local,WIND,0,1
7,10,2016,9,Economic,Local,Economic - Local,SOLR,21,
7,10,2016,9,Economic,Local,Economic - Local,WIND,9,
7,10,2016,9,Economic,System,Economic - System,SOLR,123,327
7,10,2016,9,Economic,System,Economic - System,WIND,13,89
7,10,2016,10,Economic,Local,Economic - Local,SOLR,290,404
7,10,2016,10,Economic,Local,Economic - Local,WIND,24,107
7,10,2016,11,Economic,Local,Economic - Local,SOLR,48,219
7,10,2016,11,Economic,Local,Economic - Local,WIND,52,92
7,10,2016,11,Economic,System,Economic - System,WIND,3,
7,10,2016,23,Economic,Local,Economic - Local,WIND,0,
7,11,2016,7,Economic,Local,Economic - Local,WIND,2,19
7,11,2016,8,Economic,Local,Economic - Local,SOLR,24,140
7,11,2016,8,Economic,Local,Economic - Local,WIND,1,
7,11,2016,9,Economic,Local,Economic - Local,SOLR,136,
7,12,2016,9,Economic,Local,Economic - Local,SOLR,100,273
7,12,2016,9,Economic,Local,Economic - Local,WIND,0,
7,12,2016,10,Economic,Local,Economic - Local,SOLR,292,654
7,12,2016,10,Economic,System,Economic - System,SOLR,10,
7,12,2016,10,Economic,System,Economic - System,WIND,19,
7,12,2016,11,Economic,System,Economic - System,SOLR,32,192
7,12,2016,12,Economic,Local,Economic - Local,SOLR,50,350
7,12,2016,12,Economic,System,Economic - System,SOLR,85,
7,12,2016,12,Economic,System,Economic - System,WIND,1,
7,12,2016,13,Economic,Local,Economic - Local,SOLR,35,
7,13,2016,1,Economic,Local,Economic - Local,WIND,7,46
7,13,2016,21,Economic,Local,Economic - Local,WIND,0,
7,14,2016,24,Economic,Local,Economic - Local,WIND,1,11
7,15,2016,1,Economic,Local,Economic - Local,WIND,1,11
7,15,2016,7,Economic,Local,Economic - Local,WIND,2,10
7,15,2016,13,Economic,Local,Economic - Local,WIND,0,3
7,15,2016,17,Economic,Local,Economic - Local,WIND,1,15
7,15,2016,18,Economic,Local,Economic - Local,WIND,1,11
7,15,2016,23,Economic,Local,Economic - Local,WIND,1,8
7,15,2016,24,Economic,Local,Economic - Local,WIND,21,
7,16,2016,1,Economic,Local,Economic - Local,WIND,4,24
7,16,2016,2,Economic,Local,Economic - Local,WIND,17,30
7,16,2016,4,Economic,Local,Economic - Local,WIND,0,0
7,16,2016,7,Economic,Local,Economic - Local,WIND,0,1
7,16,2016,11,Economic,Local,Economic - Local,SOLR,108,417
7,16,2016,12,Economic,Local,Economic - Local,SOLR,53,195
7,16,2016,21,Economic,Local,Economic - Local,WIND,13,
7,17,2016,1,Economic,Local,Economic - Local,WIND,0,0
7,18,2016,8,Economic,Local,Economic - Local,WIND,1,6
7,18,2016,21,Economic,Local,Economic - Local,SOLR,0,2
7,18,2016,24,Economic,Local,Economic - Local,WIND,4,
7,19,2016,4,Economic,Local,Economic - Local,WIND,1,8
7,19,2016,7,Economic,Local,Economic - Local,WIND,25,61
7,19,2016,13,Economic,Local,Economic - Local,WIND,0,1
7,19,2016,14,Economic,Local,Economic - Local,SOLR,5,60
7,19,2016,17,Economic,Local,Economic - Local,SOLR,66,
7,20,2016,1,Economic,Local,Economic - Local,WIND,1,13
7,20,2016,8,SelfSchCut,Local,SelfSchCut - Local,SOLR,73,113
7,20,2016,9,SelfSchCut,Local,SelfSchCut - Local,SOLR,34,139
7,20,2016,13,Economic,Local,Economic - Local,SOLR,14,163
7,20,2016,13,Economic,Local,Economic - Local,WIND,0,
7,20,2016,14,Economic,Local,Economic - Local,SOLR,49,258
7,20,2016,15,Economic,Local,Economic - Local,WIND,0,
7,21,2016,7,Economic,Local,Economic - Local,WIND,1,10
7,21,2016,10,Economic,Local,Economic - Local,WIND,0,
7,22,2016,4,Economic,Local,Economic - Local,WIND,3,34
7,22,2016,10,Economic,Local,Economic - Local,WIND,1,13
7,22,2016,16,Economic,Local,Economic - Local,SOLR,73,544
7,22,2016,24,Economic,Local,Economic - Local,WIND,1,
7,23,2016,8,Economic,Local,Economic - Local,WIND,16,52
7,23,2016,11,Economic,Local,Economic - Local,SOLR,7,61
7,23,2016,12,Economic,Local,Economic - Local,SOLR,11,85
7,23,2016,13,Economic,Local,Economic - Local,SOLR,44,281
7,23,2016,14,Economic,Local,Economic - Local,SOLR,57,138
7,23,2016,16,Economic,Local,Economic - Local,SOLR,48,
7,24,2016,13,Economic,Local,Economic - Local,SOLR,0,2
7,24,2016,17,Economic,Local,Economic - Local,SOLR,62,128
7,24,2016,18,Economic,Local,Economic - Local,SOLR,5,
7,25,2016,9,Economic,Local,Economic - Local,SOLR,2,26
7,25,2016,21,SelfSchCut,Local,SelfSchCut - Local,WIND,3,8
7,25,2016,22,SelfSchCut,Local,SelfSchCut - Local,WIND,1,
7,26,2016,1,Economic,Local,Economic - Local,WIND,2,21
7,26,2016,6,Economic,Local,Economic - Local,WIND,22,110
7,26,2016,6,SelfSchCut,Local,SelfSchCut - Local,WIND,0,
7,26,2016,7,Economic,Local,Economic - Local,WIND,3,32
7,26,2016,9,Economic,Local,Economic - Local,WIND,2,20
7,26,2016,13,SelfSchCut,Local,SelfSchCut - Local,WIND,3,
7,27,2016,1,Economic,Local,Economic - Local,WIND,0,6
7,29,2016,9,Economic,Local,Economic - Local,SOLR,5,62
7,29,2016,10,Economic,Local,Economic - Local,SOLR,1,8
7,29,2016,11,Economic,Local,Economic - Local,SOLR,0,2
7,29,2016,13,Economic,Local,Economic - Local,SOLR,2,21
7,29,2016,19,Economic,Local,Economic - Local,WIND,2,27
7,29,2016,20,Economic,Local,Economic - Local,WIND,26,63
7,29,2016,21,Economic,Local,Economic - Local,WIND,4,50
7,29,2016,24,Economic,Local,Economic - Local,WIND,5,
7,30,2016,8,Economic,Local,Economic - Local,WIND,1,10
7,30,2016,12,Economic,Local,Economic - Local,SOLR,41,176
7,30,2016,13,Economic,Local,Economic - Local,SOLR,55,191
7,30,2016,14,Economic,Local,Economic - Local,SOLR,14,61
7,30,2016,15,Economic,Local,Economic - Local,SOLR,11,
7,31,2016,5,Economic,Local,Economic - Local,WIND,1,9
7,31,2016,7,Economic,Local,Economic - Local,WIND,0,2
7,31,2016,22,Economic,Local,Economic - Local,WIND,0,
8,2,2016,2,Economic,Local,Economic - Local,WIND,11,66
8,2,2016,4,Economic,Local,Economic - Local,WIND,1,16
8,2,2016,7,Economic,Local,Economic - Local,WIND,27,50
8,2,2016,8,Economic,Local,Economic - Local,WIND,1,9
8,2,2016,9,Economic,Local,Economic - Local,SOLR,4,29
8,2,2016,9,Economic,Local,Economic - Local,WIND,1,
8,2,2016,10,Economic,Local,Economic - Local,WIND,1,8
8,2,2016,10,Economic,System,Economic - System,WIND,0,
8,2,2016,11,Economic,Local,Economic - Local,SOLR,26,164
8,2,2016,11,Economic,Local,Economic - Local,WIND,2,
8,2,2016,12,Economic,Local,Economic - Local,WIND,2,26
8,2,2016,13,Economic,Local,Economic - Local,SOLR,13,88
8,2,2016,14,Economic,Local,Economic - Local,SOLR,22,168
8,2,2016,17,Economic,Local,Economic - Local,SOLR,5,
8,3,2016,3,Economic,Local,Economic - Local,WIND,0,1
8,3,2016,17,Economic,System,Economic - System,WIND,14,26
8,3,2016,21,Economic,Local,Economic - Local,WIND,6,46
8,3,2016,22,Economic,Local,Economic - Local,WIND,62,101
8,3,2016,23,Economic,Local,Economic - Local,WIND,131,192
8,3,2016,24,Economic,Local,Economic - Local,WIND,46,
8,4,2016,1,Economic,Local,Economic - Local,WIND,3,21
8,4,2016,23,Economic,Local,Economic - Local,WIND,55,94
8,4,2016,24,Economic,Local,Economic - Local,WIND,50,
8,5,2016,1,Economic,Local,Economic - Local,WIND,9,35
8,5,2016,13,Economic,Local,Economic - Local,SOLR,10,59
8,5,2016,22,Economic,Local,Economic - Local,WIND,2,29
8,5,2016,24,Economic,Local,Economic - Local,WIND,7,
8,6,2016,8,Economic,Local,Economic - Local,WIND,1,11
8,6,2016,17,Economic,Local,Economic - Local,WIND,0,1
8,6,2016,24,Economic,Local,Economic - Local,WIND,23,
8,7,2016,7,Economic,Local,Economic - Local,WIND,19,75
8,7,2016,8,Economic,Local,Economic - Local,WIND,1,
8,7,2016,8,Economic,System,Economic - System,SOLR,202,564
8,7,2016,8,Economic,System,Economic - System,WIND,79,231
8,7,2016,9,Economic,System,Economic - System,SOLR,598,951
8,7,2016,9,Economic,System,Economic - System,WIND,113,157
8,7,2016,10,Economic,System,Economic - System,SOLR,387,643
8,7,2016,10,Economic,System,Economic - System,WIND,40,71
8,7,2016,11,Economic,System,Economic - System,SOLR,2,12
8,7,2016,11,Economic,System,Economic - System,WIND,1,9
8,7,2016,20,Economic,System,Economic - System,SOLR,14,29
8,7,2016,22,Economic,Local,Economic - Local,WIND,5,51
8,7,2016,24,Economic,System,Economic - System,WIND,1,
8,8,2016,2,Economic,Local,Economic - Local,WIND,0,1
8,9,2016,1,Economic,Local,Economic - Local,WIND,1,8
8,9,2016,13,Economic,Local,Economic - Local,WIND,14,132
8,9,2016,14,Economic,Local,Economic - Local,WIND,9,
8,10,2016,2,Economic,Local,Economic - Local,WIND,1,11
8,12,2016,12,Economic,Local,Economic - Local,SOLR,71,439
8,12,2016,13,Economic,Local,Economic - Local,SOLR,56,223
8,12,2016,14,Economic,Local,Economic - Local,SOLR,5,
8,13,2016,16,Economic,Local,Economic - Local,SOLR,6,33
8,14,2016,4,Economic,Local,Economic - Local,WIND,1,6
8,14,2016,11,Economic,System,Economic - System,SOLR,5,57
8,14,2016,12,Economic,Local,Economic - Local,SOLR,5,
8,15,2016,12,Economic,Local,Economic - Local,SOLR,17,124
8,15,2016,13,Economic,Local,Economic - Local,SOLR,6,41
8,15,2016,16,Economic,Local,Economic - Local,SOLR,13,
8,16,2016,12,Economic,Local,Economic - Local,SOLR,32,376
8,16,2016,13,Economic,Local,Economic - Local,SOLR,322,453
8,16,2016,13,SelfSchCut,Local,SelfSchCut - Local,WIND,0,
8,16,2016,14,Economic,Local,Economic - Local,SOLR,474,802
8,16,2016,15,Economic,Local,Economic - Local,SOLR,349,456
8,16,2016,16,Economic,Local,Economic - Local,SOLR,179,421
8,16,2016,16,SelfSchCut,Local,SelfSchCut - Local,WIND,4,
8,16,2016,17,Economic,Local,Economic - Local,SOLR,61,274
8,16,2016,17,SelfSchCut,Local,SelfSchCut - Local,WIND,2,11
8,16,2016,18,Economic,Local,Economic - Local,SOLR,4,16
8,16,2016,19,Economic,Local,Economic - Local,SOLR,23,64
8,16,2016,20,Economic,Local,Economic - Local,SOLR,2,
8,17,2016,10,Economic,Local,Economic - Local,WIND,1,15
8,17,2016,11,Economic,Local,Economic - Local,SOLR,4,40
8,17,2016,12,Economic,Local,Economic - Local,SOLR,1,7
8,17,2016,16,Economic,Local,Economic - Local,WIND,2,
8,18,2016,9,Economic,Local,Economic - Local,WIND,1,17
8,18,2016,10,Economic,System,Economic - System,WIND,9,12
8,18,2016,12,Economic,Local,Economic - Local,WIND,2,27
8,18,2016,13,Economic,Local,Economic - Local,SOLR,34,98
8,18,2016,14,Economic,Local,Economic - Local,SOLR,110,130
8,18,2016,15,Economic,Local,Economic - Local,SOLR,11,
8,19,2016,9,Economic,Local,Economic - Local,WIND,3,28
8,19,2016,10,Economic,Local,Economic - Local,WIND,6,
8,21,2016,2,Economic,Local,Economic - Local,WIND,17,70
8,21,2016,5,Economic,Local,Economic - Local,WIND,1,6
8,21,2016,7,Economic,Local,Economic - Local,WIND,4,49
8,21,2016,9,Economic,Local,Economic - Local,SOLR,27,89
8,21,2016,10,Economic,Local,Economic - Local,SOLR,56,116
8,21,2016,10,Economic,Local,Economic - Local,WIND,4,23
8,21,2016,11,Economic,Local,Economic - Local,SOLR,242,271
8,21,2016,11,Economic,Local,Economic - Local,WIND,1,
8,21,2016,12,Economic,Local,Economic - Local,SOLR,168,375
8,21,2016,12,SelfSchCut,Local,SelfSchCut - Local,SOLR,8,96
8,21,2016,13,Economic,Local,Economic - Local,SOLR,233,284
8,21,2016,13,Economic,Local,Economic - Local,WIND,3,
8,21,2016,14,Economic,Local,Economic - Local,SOLR,249,295
8,21,2016,15,Economic,Local,Economic - Local,SOLR,180,
8,22,2016,6,Economic,Local,Economic - Local,WIND,1,8
8,22,2016,7,Economic,Local,Economic - Local,WIND,3,33
8,22,2016,14,Economic,System,Economic - System,SOLR,0,5
8,22,2016,22,Economic,Local,Economic - Local,WIND,1,
8,23,2016,7,Economic,Local,Economic - Local,WIND,6,34
8,23,2016,8,Economic,Local,Economic - Local,WIND,1,
8,24,2016,8,Economic,Local,Economic - Local,SOLR,0,2
8,24,2016,8,Economic,Local,Economic - Local,WIND,20,146
8,24,2016,9,Economic,Local,Economic - Local,SOLR,92,266
8,24,2016,9,Economic,Local,Economic - Local,WIND,9,
8,24,2016,10,Economic,Local,Economic - Local,SOLR,0,
8,24,2016,10,Economic,Local,Economic - Local,WIND,3,31
8,24,2016,11,Economic,Local,Economic - Local,WIND,2,
8,25,2016,1,Economic,Local,Economic - Local,WIND,0,4
8,26,2016,13,Economic,System,Economic - System,SOLR,1,12
8,26,2016,23,Economic,Local,Economic - Local,WIND,4,28
8,26,2016,24,Economic,Local,Economic - Local,WIND,19,
8,27,2016,1,Economic,Local,Economic - Local,WIND,18,44
8,27,2016,11,Economic,System,Economic - System,SOLR,1,11
8,27,2016,12,Economic,Local,Economic - Local,SOLR,35,
8,27,2016,12,Economic,Local,Economic - Local,WIND,1,
8,27,2016,12,Economic,System,Economic - System,SOLR,112,410
8,27,2016,12,Economic,System,Economic - System,WIND,4,11
8,27,2016,13,Economic,Local,Economic - Local,SOLR,146,349
8,27,2016,13,Economic,Local,Economic - Local,WIND,1,3
8,27,2016,13,Economic,System,Economic - System,SOLR,26,85
8,27,2016,13,Economic,System,Economic - System,WIND,4,17
8,27,2016,14,Economic,Local,Economic - Local,WIND,2,9
8,27,2016,14,Economic,System,Economic - System,SOLR,6,12
8,27,2016,15,Economic,Local,Economic - Local,WIND,1,16
8,27,2016,15,Economic,System,Economic - System,SOLR,0,
8,27,2016,19,Economic,Local,Economic - Local,WIND,15,84
8,27,2016,20,Economic,Local,Economic - Local,WIND,107,154
8,27,2016,21,Economic,Local,Economic - Local,WIND,87,100
8,27,2016,22,Economic,Local,Economic - Local,WIND,54,67
8,27,2016,23,Economic,Local,Economic - Local,WIND,9,43
8,27,2016,24,Economic,Local,Economic - Local,WIND,0,
8,28,2016,1,Economic,Local,Economic - Local,WIND,0,2
8,28,2016,5,Economic,Local,Economic - Local,WIND,0,4
8,28,2016,8,Economic,System,Economic - System,SOLR,27,161
8,28,2016,8,Economic,System,Economic - System,WIND,9,45
8,28,2016,9,Economic,Local,Economic - Local,SOLR,273,693
8,28,2016,9,Economic,Local,Economic - Local,WIND,2,1
8,28,2016,10,Economic,Local,Economic - Local,SOLR,458,669
8,28,2016,10,Economic,Local,Economic - Local,WIND,0,
8,28,2016,10,Economic,System,Economic - System,SOLR,4,
8,28,2016,10,Economic,System,Economic - System,WIND,0,
8,28,2016,11,Economic,Local,Economic - Local,SOLR,55,211
8,28,2016,11,Economic,System,Economic - System,SOLR,0,
8,28,2016,12,Economic,Local,Economic - Local,SOLR,71,419
8,28,2016,12,Economic,Local,Economic - Local,WIND,0,
8,29,2016,7,Economic,Local,Economic - Local,WIND,32,48
8,29,2016,8,Economic,Local,Economic - Local,WIND,13,55
8,29,2016,9,Economic,Local,Economic - Local,WIND,3,13
8,29,2016,10,Economic,Local,Economic - Local,WIND,1,
8,30,2016,7,Economic,Local,Economic - Local,WIND,3,31
8,30,2016,13,Economic,Local,Economic - Local,WIND,2,23
8,30,2016,24,Economic,Local,Economic - Local,WIND,5,
8,31,2016,9,Economic,System,Economic - System,WIND,44,67
8,31,2016,10,Economic,System,Economic - System,SOLR,17,193
8,31,2016,10,Economic,System,Economic - System,WIND,1,9
8,31,2016,13,Economic,Local,Economic - Local,WIND,4,
8,31,2016,13,Economic,System,Economic - System,WIND,19,47
8,31,2016,14,Economic,Local,Economic - Local,WIND,39,75
8,31,2016,15,Economic,Local,Economic - Local,WIND,41,80
8,31,2016,15,SelfSchCut,Local,SelfSchCut - Local,SOLR,5,10
8,31,2016,16,Economic,Local,Economic - Local,WIND,14,92
8,31,2016,16,SelfSchCut,Local,SelfSchCut - Local,SOLR,0,4
8,31,2016,17,Economic,Local,Economic - Local,WIND,0,6
8,31,2016,22,Economic,Local,Economic - Local,WIND,2,
9,1,2016,9,Economic,System,Economic - System,SOLR,21,252
9,1,2016,9,Economic,System,Economic - System,WIND,1,15
9,1,2016,10,Economic,Local,Economic - Local,SOLR,26,94
9,1,2016,10,Economic,System,Economic - System,WIND,0,
9,1,2016,11,Economic,Local,Economic - Local,SOLR,93,142
9,1,2016,11,Economic,System,Economic - System,WIND,2,
9,1,2016,11,SelfSchCut,Local,SelfSchCut - Local,SOLR,0,
9,1,2016,12,Economic,Local,Economic - Local,SOLR,113,127
9,1,2016,13,Economic,Local,Economic - Local,SOLR,52,76
9,1,2016,14,Economic,Local,Economic - Local,SOLR,6,59
9,1,2016,15,Economic,Local,Economic - Local,SOLR,38,110
9,1,2016,16,Economic,Local,Economic - Local,SOLR,15,
9,2,2016,9,Economic,System,Economic - System,SOLR,0,1
9,3,2016,2,Economic,Local,Economic - Local,WIND,0,1
9,3,2016,12,Economic,Local,Economic - Local,SOLR,0,2
9,3,2016,12,Economic,Local,Economic - Local,WIND,12,
9,4,2016,8,Economic,Local,Economic - Local,SOLR,4,49
9,4,2016,8,Economic,Local,Economic - Local,WIND,17,121
9,4,2016,9,Economic,Local,Economic - Local,SOLR,86,
9,4,2016,9,Economic,Local,Economic - Local,WIND,3,5
9,4,2016,9,Economic,System,Economic - System,SOLR,97,380
9,4,2016,9,Economic,System,Economic - System,WIND,41,106
9,4,2016,10,Economic,Local,Economic - Local,SOLR,15,98
9,4,2016,10,Economic,Local,Economic - Local,WIND,39,87
9,4,2016,11,Economic,Local,Economic - Local,SOLR,369,518
9,4,2016,11,Economic,Local,Economic - Local,WIND,39,66
9,4,2016,11,Economic,System,Economic - System,SOLR,3,
9,4,2016,12,Economic,Local,Economic - Local,SOLR,569,755
9,4,2016,12,Economic,Local,Economic - Local,WIND,9,8
9,4,2016,13,Economic,Local,Economic - Local,SOLR,540,821
9,4,2016,13,Economic,Local,Economic - Local,WIND,40,61
9,4,2016,14,Economic,Local,Economic - Local,SOLR,429,540
9,4,2016,14,Economic,Local,Economic - Local,WIND,36,10
9,4,2016,15,Economic,Local,Economic - Local,SOLR,360,541
9,4,2016,15,Economic,Local,Economic - Local,WIND,26,10
9,4,2016,16,Economic,Local,Economic - Local,SOLR,146,396
9,4,2016,16,Economic,Local,Economic - Local,WIND,13,
9,4,2016,16,Economic,System,Economic - System,SOLR,3,
9,4,2016,16,Economic,System,Economic - System,WIND,3,
9,4,2016,17,Economic,Local,Economic - Local,SOLR,2,5
9,4,2016,17,Economic,Local,Economic - Local,WIND,46,154
9,4,2016,17,Economic,System,Economic - System,SOLR,4,
9,5,2016,9,Economic,Local,Economic - Local,SOLR,38,236
9,5,2016,9,Economic,Local,Economic - Local,WIND,10,64
9,5,2016,9,Economic,System,Economic - System,SOLR,54,71
9,5,2016,9,Economic,System,Economic - System,WIND,28,3
9,5,2016,10,Economic,Local,Economic - Local,SOLR,36,226
9,5,2016,10,Economic,Local,Economic - Local,WIND,28,50
9,5,2016,10,Economic,System,Economic - System,SOLR,1,
9,5,2016,11,Economic,Local,Economic - Local,SOLR,26,149
9,5,2016,11,Economic,Local,Economic - Local,WIND,17,38
9,5,2016,12,Economic,Local,Economic - Local,SOLR,3,31
9,5,2016,12,Economic,Local,Economic - Local,WIND,4,33
9,5,2016,15,Economic,Local,Economic - Local,WIND,16,
9,6,2016,10,Economic,Local,Economic - Local,WIND,1,10
9,7,2016,9,Economic,System,Economic - System,SOLR,0,0
9,7,2016,11,Economic,Local,Economic - Local,WIND,1,13
9,7,2016,11,Economic,System,Economic - System,WIND,0,
9,7,2016,14,Economic,Local,Economic - Local,WIND,1,5
9,7,2016,16,Economic,Local,Economic - Local,WIND,8,
9,8,2016,1,Economic,Local,Economic - Local,WIND,21,249
9,8,2016,2,Economic,Local,Economic - Local,WIND,125,252
9,8,2016,3,Economic,Local,Economic - Local,WIND,130,283
9,8,2016,4,Economic,Local,Economic - Local,WIND,0,0
9,8,2016,7,Economic,Local,Economic - Local,WIND,17,56
9,8,2016,9,Economic,Local,Economic - Local,WIND,12,53
9,8,2016,10,Economic,Local,Economic - Local,WIND,102,203
9,8,2016,11,Economic,Local,Economic - Local,WIND,8,
9,9,2016,10,Economic,System,Economic - System,WIND,2,3
9,9,2016,11,Economic,System,Economic - System,WIND,0,1
9,9,2016,12,Economic,Local,Economic - Local,WIND,0,
9,10,2016,11,Economic,Local,Economic - Local,WIND,26,79
9,10,2016,22,Economic,Local,Economic - Local,WIND,0,
9,11,2016,7,Economic,Local,Economic - Local,WIND,5,16
9,11,2016,8,Economic,Local,Economic - Local,WIND,4,15
9,11,2016,9,Economic,Local,Economic - Local,SOLR,10,
9,11,2016,9,Economic,Local,Economic - Local,WIND,3,
9,11,2016,9,Economic,System,Economic - System,SOLR,51,229
9,11,2016,9,Economic,System,Economic - System,WIND,14,9
9,11,2016,10,Economic,Local,Economic - Local,SOLR,263,369
9,11,2016,10,Economic,Local,Economic - Local,WIND,13,
9,11,2016,11,Economic,Local,Economic - Local,SOLR,164,238
9,11,2016,11,Economic,Local,Economic - Local,WIND,47,56
9,11,2016,12,Economic,Local,Economic - Local,SOLR,1,8
9,11,2016,12,Economic,Local,Economic - Local,WIND,28,59
9,11,2016,13,Economic,Local,Economic - Local,WIND,13,44
9,11,2016,14,Economic,Local,Economic - Local,WIND,54,66
